date,cgdq,agdq2011,jrdq,sgdq2011,agdq2012,sgdq2012,spook,agdq2013,sgdq2013,agdq2014,sgdq2014,agdq2015,sgdq2015,agdq2016,sgdq2016,agdq2017,sgdq2017,hrdq,agdq2018,sgdq2018,GDQX2018,agdq2019,sgdq2019,GDQX2019
2010-01-06 15:50,,5224051,2324600,,14606944,,953049,33213948,25520637,65521654,44638669,81179139,74199154,73072176,75769564,92577323,112206082,22940994,111166187,124716892,,123373089,152011040,
2010-01-06 15:55,,5224051,2324600,,14606944,,953049,33245484,25520637,65621364,44683280,81250361,74230654,73100745,75795064,92629323,112244082,22940994,111198532,124727392,,123563689,152068640,
2010-01-06 16:00,,5224051,2324600,,14606944,,953049,33246484,25520637,65769619,44701280,81301316,74261054,73129746,75830966,92661524,112258082,22940994,111217032,124783147,,123815565,152111640,
2010-01-06 16:05,,5224051,2324600,,14606944,,953049,33251484,25520637,65782619,44744780,81363258,74265054,73316239,75869466,92881024,112290281,22940994,111219032,124838647,,124038565,152138140,
2010-01-06 16:10,,5224051,2324600,,14606944,,953049,33261984,25522637,65819119,44816980,81421161,74276054,73422239,75922166,92956024,112327781,22940994,111220032,124864647,,124098242,152192982,
2010-01-06 16:15,,5224051,2324600,,14606944,,953049,33291379,25522637,65837619,44823980,81507797,74318054,73489808,75938166,93050861,112400332,22940994,111231532,124886841,,124151742,152280082,
2010-01-06 16:20,,5224051,2324600,,14606944,,953049,33291379,25522637,65838619,44834155,81547703,74355654,73570608,75962179,93204270,112505832,22940994,111244532,124905341,,124195262,152378582,
2010-01-06 16:25,,5224051,2324600,,14606944,,953049,33297479,25522637,65844619,44836655,81569625,74369654,73612613,75994679,93334633,112534332,22940994,111244532,124991341,,124230300,152457082,
2010-01-06 16:30,,5224051,2324600,,14606944,,953049,33298982,25523637,65862119,44852555,81586025,74387654,73636113,76013179,93424533,112570832,22940994,111249692,125012841,,124313800,152488082,
2010-01-06 16:35,,5224051,2324600,,14606944,,953049,33300182,25523637,65864619,44866055,81604165,74410654,73706113,76065679,93518033,112724309,22940994,111288349,125057841,,124580300,152508082,
2010-01-06 16:40,,5224051,2324600,,14606944,,953049,33301182,25526637,65876219,44878055,81700005,74434654,73723524,76091179,93605533,112732309,22940994,111369350,125113341,,124872660,152581582,
2010-01-06 16:45,,5224051,2324600,,14606944,,953049,33301682,25526637,65886720,44889055,81741723,74487454,73787524,76127179,93641033,112803309,22940994,111401507,125174778,,125032660,152684082,
2010-01-06 16:50,,5224051,2324600,,14606944,,953049,33302682,25528304,65939720,44920355,81799438,74564579,73820024,76149679,93658633,112839309,22940994,111413007,125201278,,125413515,152765582,
2010-01-06 16:55,,5224051,2324600,,14606944,,953049,33304682,25528304,65986720,44932055,81826138,74654814,73861530,76169579,93672633,112889201,22940994,111450064,125245278,,125629417,152868930,
2010-01-06 17:00,,5224051,2324600,,14606944,,953049,33307392,25528304,66115720,44948366,81855307,74864349,73927530,76179579,93691633,112919701,22940994,111478064,125257779,,126256812,152900430,
2010-01-06 17:05,,5224051,2324600,,14606944,,953049,33312842,25528304,66137032,44948366,81891501,74940949,74003330,76217579,93733643,112931401,22940994,111483133,125387779,,126310812,152969130,
2010-01-06 17:10,,5224051,2324600,,14606944,,953049,33313619,25528304,66214032,44949866,81914001,75003150,74069530,76258849,93746643,112967734,22940994,111517397,125404979,,126381812,153055630,
2010-01-06 17:15,,5224051,2324600,,14606944,,953049,33319619,25528304,66324428,44979486,81942693,75108549,74111030,76277349,93760643,113000734,22940994,111541897,125432479,,126385312,153185130,
2010-01-06 17:20,,5224051,2324600,,14606944,,953049,33319619,25528304,66382928,44995736,81966608,75147549,74142280,76293849,93787643,113047011,22940994,111552897,125458479,,126406412,153255130,
2010-01-06 17:25,,5224051,2324600,,14606944,,953049,33320619,25528304,66457128,45011356,82036947,75199549,74200451,76311349,93818343,113183511,22940994,111560454,125471979,,126491912,153349630,
2010-01-06 17:30,,5224051,2324600,,14606944,,953049,33327119,25528304,66537128,45028456,82060097,75233049,74232851,76407461,93865543,113215356,22940994,111588554,125478479,,126508256,153572230,
2010-01-06 17:35,,5224051,2324600,,14606944,,953049,33328619,25528804,66656546,45047956,82082152,75248049,74359052,76421961,93883543,113236356,22940994,111663111,125535479,,126537756,153853730,
2010-01-06 17:40,,5224051,2324600,,14606944,,953049,33337219,25528804,66698446,45057956,82100452,75255549,74491087,76436985,93919543,113247356,22940994,111679225,125564979,,126573906,153915830,
2010-01-06 17:45,,5224051,2324600,,14606944,,953049,33347719,25528804,66738546,45073781,82121196,75278549,74652029,76500686,93940075,113259856,22940994,111701382,125603979,,126594406,154052330,
2010-01-06 17:50,,5224051,2324600,,14606944,,953049,33363719,25528804,66757647,45099781,82150204,75289049,74693529,76551286,93943075,113317933,22940994,111714439,125644479,,126640005,154074630,
2010-01-06 17:55,,5224051,2324600,,14606944,,953049,33379149,25528804,66764147,45112281,82186110,75313149,74765033,76576498,94065575,113368933,22940994,111731019,125689479,,126684515,154133130,
2010-01-06 18:00,,5224051,2324600,,14606944,,953049,33381649,25528804,66772147,45123981,82239203,75338899,74953935,76610759,94094630,113470210,22940994,111737576,125775579,,126723310,154171130,
2010-01-06 18:05,,5224051,2324600,,14606944,,953049,33385628,25528804,66880147,45132436,82249203,75348499,75052705,76626459,94135130,113514210,22940994,111746633,125790079,,126786548,154187630,
2010-01-06 18:10,,5224051,2324600,,14606944,,953049,33399128,25528804,66881847,45139936,82277276,75356999,75158236,76635559,94138130,113544310,22940994,111759133,125845579,,126864617,154211630,
2010-01-06 18:15,,5224051,2324600,,14606944,,953049,33407228,25528804,66894347,45161936,82286221,75363230,75195236,76661169,94144630,113585310,22940994,111770133,125884079,,126953216,155267295,
2010-01-06 18:20,,5224051,2324600,,14606944,,953049,33422328,25528804,66954147,45191436,82316721,75414230,75241236,76675690,94175730,113613810,22940994,111770133,125889079,,126977865,155288284,
2010-01-06 18:25,,5224051,2324600,,14608944,,953049,33423983,25528804,66968147,45214010,82342740,75459730,75296736,76697690,94208230,113630110,22940994,111771133,125918916,,127003880,155345173,
2010-01-06 18:30,,5224051,2324600,,14608944,,953049,33454883,25528804,66994700,45254710,82347740,75486845,75365236,76728123,94256730,113707610,22940994,111773133,125943416,,127041968,155394352,
2010-01-06 18:35,,5224051,2324600,,14608944,,953049,33464383,25528804,67000800,45259710,82358851,75500845,75396736,76739623,94348730,113737110,22940994,111789133,125957919,,127074522,155427352,
2010-01-06 18:40,,5224051,2324600,,14608944,,953049,33481174,25528804,67003800,45270710,82374851,75517345,75451036,76749123,94366430,113812510,22940994,111814190,125971919,,127103093,155484852,
2010-01-06 18:45,,5224051,2324600,,14608944,,953049,33491674,25528804,67018800,45274210,82376851,75548685,75476637,76772623,94383930,113835010,22940994,111893862,125991919,,127136158,155500352,
2010-01-06 18:50,,5224051,2324600,,14608944,,953049,33498247,25528804,67028022,45278210,82381851,75609685,75523137,76783223,94442823,113868010,22940994,111947265,126026419,,127194658,155619452,
2010-01-06 18:55,,5224051,2324600,,14608944,,953049,33510584,25528804,67040147,45284210,82392351,75644215,75557137,76794223,94620323,113897510,22940994,111988267,126083030,,127229919,155639451,
2010-01-06 19:00,,5224051,2325600,,14608944,,953049,33513134,25528804,67057147,45303210,82394851,75662630,75599737,76804223,94647323,113913010,22940994,112060987,126170130,,127272919,155665452,
2010-01-06 19:05,,5224051,2325600,,14608944,,953049,33520134,25528804,67072647,45307210,82412366,75699630,75627737,76817723,94661323,113955188,22940994,112096487,126211130,,127423585,155697452,
2010-01-06 19:10,,5224051,2325600,,14608944,,953049,33526825,25528804,67077647,45314710,82455603,75723630,75670737,76844823,94695323,113984688,22940994,112149087,126321630,,127475235,155745452,
2010-01-06 19:15,,5224051,2325600,,14608944,,953049,33532834,25528804,67087447,45322220,82467742,75776830,75737137,76848823,94725323,113988688,22940994,112217011,126338630,,127521900,155766952,
2010-01-06 19:20,,5224051,2325600,,14608944,,953049,33538334,25528804,67093947,45334220,82479742,75798830,75829268,76861323,94741823,114011188,22940994,112247261,126359630,,127563566,155896194,
2010-01-06 19:25,,5224051,2325600,,14608944,,953049,33557834,25528804,67096947,45336720,82495942,75808830,75917437,76875323,94756323,114034688,22940994,112269152,126440630,,127638466,155953238,
2010-01-06 19:30,,5224051,2325600,,14608944,,953049,33615639,25528804,67099447,45350320,82538126,75808830,75994854,76916823,94812323,114065188,22940994,112287152,126451130,,127661966,155971508,
2010-01-06 19:35,,5224051,2325600,,14608944,,953049,33681240,25530804,67117147,45350320,82715883,75835090,76065842,76954923,94833323,114097688,22940994,112329366,126465130,,127679966,155977508,
2010-01-06 19:40,,5224051,2325600,,14608944,,953049,33734590,25531054,67117147,45362820,82913560,75890390,76171842,76990700,94836323,114116188,22940994,112395123,126497630,,127802466,155988084,
2010-01-06 19:45,,5224051,2327600,,14608944,,953049,33769291,25531054,67120147,45364820,83031160,75919390,76253443,77001253,94840323,114171188,22940994,112442180,126526630,,127819466,156003084,
2010-01-06 19:50,,5224051,2327600,,14608944,,953049,33813237,25531054,67122147,45369820,83111682,75943890,76337461,77021753,94847323,114195188,22940994,112466817,126569130,,127867466,156089084,
2010-01-06 19:55,,5224051,2327600,,14608944,,953049,33840337,25531054,67129147,45370320,83210695,75972890,76408461,77041269,94860823,114216188,22940994,112488317,126597130,,127985619,156261084,
2010-01-06 20:00,,5224051,2327600,,14608944,,953049,33853867,25531054,67165147,45375320,83343895,75983890,76497583,77060769,94884989,114268644,22940994,112496817,126824630,,128039953,156336084,
2010-01-06 20:05,,5224051,2327600,,14608944,,953049,33869867,25532054,67170147,45379820,83556020,76000550,76654883,77082769,94889589,114298644,22940994,112509817,126907130,,128094953,156437417,
2010-01-06 20:10,,5224051,2327600,,14608944,,953049,33903309,25532054,67174647,45384320,83623120,76031550,76747885,77106769,94892589,114324144,22940994,112527317,126953630,,128108953,156461917,
2010-01-06 20:15,,5224051,2327600,,14608944,,953049,33907309,25532054,67179647,45390320,83704620,76071550,76817385,77116769,94904589,114391144,22940994,112531517,127043130,,128142953,156531352,
2010-01-06 20:20,,5224051,2327600,,14608944,,953049,33942809,25532054,67179647,45402820,83794741,76087050,76849385,77140169,94936089,114405921,22940994,112531517,127197630,,128211380,156666352,
2010-01-06 20:25,,5224051,2327600,,14608944,,953049,33965809,25532054,67184147,45413320,83834261,76127051,76897386,77163829,94971839,114588431,22940994,112541017,127259130,,128248380,156719352,
2010-01-06 20:30,,5224051,2327600,,14608944,,953049,33980309,25532054,67198197,45428820,83866571,76168183,76927427,77183329,94998839,114649931,22940994,112605017,127315130,,128313180,156824852,
2010-01-06 20:35,,5224051,2327600,,14608944,,953049,33992409,25532054,67215297,45460320,83938661,76201683,76983800,77193329,95019894,114722305,22940994,112655517,127358630,,128378980,156884652,
2010-01-06 20:40,,5224051,2327600,,14608944,,953049,34001446,25532054,67282768,45475320,83972661,76242225,77118185,77212829,95031394,114799305,22940994,112723019,127359630,,128465080,156921152,
2010-01-06 20:45,,5224051,2327600,,14608944,,953049,34010946,25532054,67306768,45483820,84027161,76300825,77174097,77222329,95080894,114848082,22940994,112772599,127381130,,128584680,156972852,
2010-01-06 20:50,,5224051,2327600,,14608944,,953049,34031446,25532054,67312268,45487870,84043361,76338425,77217981,77292829,95095894,114902082,22940994,112835399,127503099,,128775208,157030852,
2010-01-06 20:55,,5224051,2327600,,14611944,,953049,34035446,25532054,67321368,45514820,84353861,76359426,77291381,77309329,95124495,114992182,22940994,112851399,127549099,,128999160,157200652,
2010-01-06 21:00,,5224051,2327600,,14611944,,953049,34046948,25532054,67335868,45535086,84408461,76392700,77335670,77346429,95172495,115078182,22940994,112877099,127703599,,129340659,157228652,
2010-01-06 21:05,,5224051,2327600,,14611944,,953049,34048591,25532054,67346368,45540519,84466961,76439933,77398172,77388229,95180995,115144404,22940994,112919609,127905120,,129380744,157268252,
2010-01-06 21:10,,5224051,2328100,,14611944,,953049,34052591,25532054,67346368,45548718,84695761,76469433,77418776,77441229,95218275,115426381,22940994,112941109,128074120,,129454244,157323252,
2010-01-06 21:15,,5224051,2328100,,14611944,,953049,34070091,25532054,67355868,45598218,84712261,76527833,77456343,77477829,95232775,115525594,22940994,112981109,128079620,,129518244,157413752,
2010-01-06 21:20,,5224051,2328100,,14611944,,953049,34097841,25532414,67360368,45738218,84744261,76589233,77505445,77539829,95242175,115581594,22940994,113136289,128154120,,129583244,157487252,
2010-01-06 21:25,,5224051,2328100,,14611944,,953049,34111441,25532414,67361868,45748218,84764786,76636981,77550546,77593454,95252175,115723594,22940994,113317835,128230120,,129657559,157597252,
2010-01-06 21:30,,5224051,2328100,,14611944,,953049,34121453,25532414,67363868,45776218,84805786,76694981,77601048,77621954,95272675,115830794,22940994,113448835,128263020,,129709994,157641252,
2010-01-06 21:35,,5224051,2328100,,14611944,,953049,34131153,25532414,67375968,45831518,84830741,76720481,77643048,77638954,95384909,116005294,22940994,113546336,128282020,,129763593,157704752,
2010-01-06 21:40,,5224051,2328100,,14611944,,953049,34151353,25532414,67394968,45841518,84865741,76738481,77675048,77650454,95402409,116019794,22940994,113596500,128300020,,129810093,157773253,
2010-01-06 21:45,,5224051,2328100,,14611944,,953049,34163553,25532414,67404968,45873718,84897841,76772481,78514616,77657954,95443909,116050294,22940994,113667000,128320326,,129893093,157849753,
2010-01-06 21:50,,5224051,2328100,,14611944,,953049,34176553,25532414,67405468,45915943,84915341,76790480,78548886,77659954,95474909,116097894,22940994,113694125,128347326,,129942195,157881253,
2010-01-06 21:55,,5224051,2328100,,14611944,,953049,34199053,25537414,67414468,45925943,84946341,76813480,78598007,77663454,95499909,116189394,22943494,113734651,128376426,,130001195,157896353,
2010-01-06 22:00,,5224051,2328100,,14611944,,953049,34209753,25537414,67466968,45951543,84979841,76829298,78661007,77676954,95590709,116209894,,113766151,128382926,,130055295,157975853,
2010-01-06 22:05,,5224051,2328100,,14611944,,953049,34232743,25537414,67466968,45978543,84999941,76857397,78719837,77683954,95654768,116244382,,113892051,128425426,,130115295,158052353,
2010-01-06 22:10,,5224051,2328100,,14611944,,953049,34243743,25537414,67478168,45999543,85015941,76869997,78773506,77694954,95697196,116366382,,113956656,128436926,,130181295,158149853,
2010-01-06 22:15,,5224051,2328100,,14611944,,953049,34255743,25537414,67486368,46028760,85019441,76890497,78819506,77699954,95713724,116470881,,114082656,128520426,,130284219,158214353,
2010-01-06 22:20,,5224051,2328100,,14611944,,953049,34273243,25537414,67516368,46052760,85119741,76936917,78891506,77711454,95728224,116490381,,114174695,128606926,,130422567,158371053,
2010-01-06 22:25,,5224051,2328100,,14611944,,953049,34285043,25537414,67528368,46095760,85133241,77048128,78956256,77725454,95750083,116492381,,114264306,128654326,,130595439,158477053,
2010-01-06 22:30,,5224051,2328100,,14611944,,953049,34294543,25537414,67528368,46117760,85148741,77107628,78983551,77732008,95797083,116552723,,114355306,128704326,,130746689,158539953,
2010-01-06 22:35,,5224051,2328100,,14611944,,953049,34297380,25537414,67538368,46144377,85159241,77238931,79025051,77756508,95819583,116591383,,114488306,128727326,,130825689,158737953,
2010-01-06 22:40,,5224051,2328100,,14611944,,953049,34314117,25537414,67538368,46162877,85189184,77277463,79051551,77825508,95823583,116613883,,114524806,128756026,,130873189,158843619,
2010-01-06 22:45,,5224051,2328100,,14611944,,953049,34322012,25537414,67555368,46179677,85230684,77308963,79087857,77846508,95844058,116696583,,114552306,128804326,,130946689,158889119,
2010-01-06 22:50,,5224051,2328100,,14611944,,953049,34330012,25537414,67590468,46388577,85249184,77325963,79102357,77941508,95854058,116796083,,114584806,128854326,,131032689,158924119,
2010-01-06 22:55,,5224051,2328100,,14611944,,953049,34358044,25537414,67596968,46477746,85286684,77378063,79154457,77956562,95861058,116825583,,114717506,128872426,,131064613,159007119,
2010-01-06 23:00,,5224051,2328100,,14611944,,953049,34391066,25537414,67643368,46509446,85356784,77440607,79290457,77960562,95878058,116861083,,114794006,128919426,,131134113,159109719,
2010-01-06 23:05,,5224051,2328100,,14611944,,953049,34402566,25537414,67658368,46541994,85380284,77485607,79325457,78033562,95910958,116897461,,114821524,128973926,,131165813,159223985,
2010-01-06 23:10,,5224051,2328100,,14611944,,953049,34404567,25537414,67674898,46567363,85417784,77533407,79357457,78053064,95925258,117019461,,114859624,129054384,,131267297,159456985,
2010-01-06 23:15,,5224051,2328100,,14611944,,953049,34410030,25537414,67688898,46577863,85433384,77569907,79390957,78146564,96055258,117103461,,115031124,129121484,,131495997,159634485,
2010-01-06 23:20,,5224051,2328100,,14611944,,953049,34417530,25537414,67688898,46594363,85454204,77613122,79437216,78170064,96134058,117152961,,115178124,129159484,,131778997,159772389,
2010-01-06 23:25,,5224051,2328100,,14611944,,953049,34424630,25537414,67693898,46616264,85578604,77702733,79468716,78238564,96174058,117199661,,115438524,129180984,,131926475,159924920,
2010-01-06 23:30,,5224051,2328100,,14611944,,953049,34429530,25537414,67723893,46648764,85646104,77742233,79475516,78258564,96239995,117234661,,115498524,129253684,,132020276,160044248,
2010-01-06 23:35,,5224051,2328100,,14611944,,953049,34443952,25537414,67754893,46658764,85689006,77770808,79513016,78311714,96326495,117273661,,115559224,129295184,,132123776,160144899,
2010-01-06 23:40,,5224051,2328100,,14611944,,953049,34563489,25537414,67757893,46678664,85716506,77801585,79527816,78491880,96366117,117294161,,115631224,129331684,,132168276,160187999,
2010-01-06 23:45,,5224051,2328100,,14611944,,953049,34657659,25537414,67773893,46685164,85726006,77848585,79590268,78702380,96377117,117355661,,115667224,129366184,,132203776,160296999,
2010-01-06 23:50,,5224051,2328100,,14611944,,953049,34691777,25537414,67789893,46699864,85746436,77861585,79651768,78745880,96399617,117411661,,115695724,129411684,,132240776,160394999,
2010-01-06 23:55,,5224051,2328100,,14611944,,953049,34767877,25537414,67806393,46720884,85756436,77889085,79689101,78825380,96541894,117453498,,115747724,129553684,,132269801,160461136,
2010-01-07 00:00,,5224051,2328100,,14611944,,953049,34803575,25537414,67831393,46738884,85771436,77921585,79717101,78861380,96618394,117494498,,115805224,129683684,,132322301,160547316,
2010-01-07 00:05,,5224051,2328100,,14611944,,953049,34914675,25537414,67857393,46750384,85793436,77970086,79732938,78870880,96696505,118068998,,116027724,129868922,,132449801,160750416,
2010-01-07 00:10,,5224051,2328100,,14611944,,953049,34978004,25537414,67872893,46773884,85814436,77985086,79760438,78962880,96762305,118116998,,116121224,129995422,,132607212,160905216,
2010-01-07 00:15,,5224051,2328100,,14611944,,953049,35047881,25539414,67895615,46830384,85863323,77991086,79770938,79159580,97010216,118149000,,116329524,130071622,,132691712,162003716,
2010-01-07 00:20,,5224051,2328100,,14611944,,953049,35096105,25539914,67918215,46908884,85934923,78013487,79797138,79193830,97051027,118194500,,116720804,130090878,,132758814,162067016,
2010-01-07 00:25,,5224051,2328100,,14611944,,953049,35127903,25539914,67934215,46963784,86000808,78108487,79804975,79241030,97112827,118271000,,116951689,130115768,,132817014,162586016,
2010-01-07 00:30,,5224051,2328100,,14611944,,953049,35168813,25539914,67950215,46997984,86055408,78168987,79816975,79291584,97151327,118325500,,117221689,130161818,,132896014,163031616,
2010-01-07 00:35,,5224051,2328100,,14611944,,953049,35211615,25539914,67992715,47021484,86137908,78209987,79822975,79325084,97229827,118356500,,117303189,130303818,,132987014,163153552,
2010-01-07 00:40,,5224051,2328100,,14611944,,953049,35276598,25539914,68012243,47049984,86177908,78279987,79837475,79554584,97270664,118380000,,117404189,130325218,,133084898,163334052,
2010-01-07 00:45,,5224051,2328100,,14611944,,953049,35329317,25539914,68030743,47082684,86232008,78314487,79869975,79606584,97341241,118448800,,117469609,130335218,,133349198,163431552,
2010-01-07 00:50,,5224051,2328100,,14611944,,953049,35371649,25539914,68128860,47115884,86270008,78375487,79916975,79928057,97418941,118504300,,117540997,130405218,,133463198,163546547,
2010-01-07 00:55,,5224051,2328100,,14616944,,953049,35409835,25539914,68476460,47132384,86299708,78562387,80009975,80207757,97470991,118604300,,117666197,130439218,,133613198,163717547,
2010-01-07 01:00,,5224051,2328100,,14616944,,953049,35437740,25539914,68516102,47150884,86324708,79065758,80081525,80494465,97564086,118686711,,117763697,130501718,,133670198,163861047,
2010-01-07 01:05,,5224051,2328100,,14616944,,953049,35482342,25539914,68550405,47175384,86333819,79577019,80121025,80752691,97634018,118955711,,117955283,130627869,,133696746,163941547,
2010-01-07 01:10,,5224051,2328100,,14616944,,953049,35502016,25539914,68613605,47198634,86371819,79806133,80139524,80793693,97789518,119642047,,118129749,130645369,,133741958,164032059,
2010-01-07 01:15,,5224051,2328100,,14616944,,953049,35525216,25539914,68651826,47240634,86391319,79859923,80217524,80860070,97988619,119765648,,118379276,130679369,,133783458,164157449,
2010-01-07 01:20,,5224051,2328100,,14616944,,953049,35578836,25539914,68722326,47309434,86419619,79935091,80233024,80971070,98049419,119961288,,118686776,130744369,,133812958,164293749,
2010-01-07 01:25,,5224051,2328100,,14616944,,953049,35611336,25539914,68780081,47418534,86447619,80211592,80278324,81075681,98093609,120209500,,118763942,130979869,,133902458,164356449,
2010-01-07 01:30,,5224051,2328100,,14616944,,953049,35641337,25540914,68835543,47522834,86471732,80544822,80324324,81158381,98233126,120280800,,118858108,131226169,,133931958,164482949,
2010-01-07 01:35,,5224051,2328100,,14616944,,953049,35678524,25540914,68879143,47733445,86496750,80716459,80395324,81246881,98397682,120346966,,118953108,131449501,,134049458,164751984,
2010-01-07 01:40,,5224051,2328100,,14616944,,953049,35725919,25540914,69022643,47797066,86508250,80956700,80434824,81365881,98481682,120388466,,119184610,131670001,,134213958,164834284,
2010-01-07 01:45,,5224051,2328100,,14616944,,953049,35760928,25540914,69100343,47881066,86569250,81048227,80491424,81478181,98607982,120458010,,119422710,131835001,,134253458,165073762,
2010-01-07 01:50,,5224351,2328100,,14616944,,953049,35907428,25540914,69158648,47925166,86622950,81184127,80549924,81667162,98704649,120505870,,119580376,132075101,,134334958,165170154,
2010-01-07 01:55,,5224351,2328100,,14616944,,953049,35962362,25540914,69207648,47966166,86633450,81393327,80587925,81695162,98840586,120624370,,119954793,132228101,,134413458,165564145,
2010-01-07 02:00,,5224351,2328100,,14616944,,953049,36023962,25540914,69233148,48016779,86657450,81498947,80598425,81739128,98955586,120710370,,120304304,132442878,,134502048,165800769,
2010-01-07 02:05,,5224351,2328100,,14616944,,953049,36091662,25540914,69262648,48075779,86689496,81566751,80699925,81834885,101898186,120841370,,120846658,132563878,,134526548,165932178,
2010-01-07 02:10,,5224351,2328100,,14616944,,953049,36354862,25540914,69271648,48130112,86708096,81620363,80715925,81870045,102199363,120860470,,121082659,132713978,,134662048,166037380,
2010-01-07 02:15,,5224351,2328100,,14616944,,953049,36410452,25540914,69295148,48209112,86723596,81812283,80782425,81898545,102373042,120964477,,121233992,132887315,,134731548,166115680,
2010-01-07 02:20,,5224351,2328100,,14616944,,953049,36586553,25540914,69318425,48280712,86788096,81920133,80833225,81994546,102592042,121122977,,121418092,133034315,,134815048,166418960,
2010-01-07 02:25,,5224351,2328100,,14616944,,953049,36932389,25540914,69335925,48333612,86824096,82044283,80839825,82059341,102928950,121323677,,121494425,133303515,,134891048,167423582,
2010-01-07 02:30,,5224351,2328100,,14616944,,953049,37053889,25540914,69338425,48344112,86865896,82081316,80873825,82117341,103223117,121508843,,121566925,133494515,,135021948,168014407,
2010-01-07 02:35,,5224351,2328100,,14616944,,953049,37186109,25540914,69344425,48366612,86868396,82165817,80928325,82192018,103287394,121606343,,121705525,134153885,,135230448,168178685,
2010-01-07 02:40,,5224351,2328100,,14616944,,953049,37310275,25540914,69438425,48396112,86886630,82216165,80961326,82287708,103337394,121675343,,121917780,134730863,,135478448,168357785,
2010-01-07 02:45,,5224351,2328100,,14616944,,953049,37396280,25540914,69456925,48476712,86933937,82293365,81293954,82337716,103521075,121764343,,122196280,136651663,,136496048,169699585,
2010-01-07 02:50,,5224351,2328100,,14616944,,953049,37506281,25540914,69481425,48499512,87001209,82513367,81347254,82442216,103859528,121891863,,123226681,136976083,,137027322,170346385,
2010-01-07 02:55,,5224351,2328100,,14616944,,953049,37643149,25540914,69496425,48533512,87243209,82673917,81404754,82603216,104334601,122098663,,124376182,137476049,,137585422,170791385,
2010-01-07 03:00,,5224351,2328100,,14616944,,953049,37769757,25540914,69511425,48550612,87311508,82893919,81446587,82758993,104980032,122328364,,125021682,138367571,,138416622,171493385,
2010-01-07 03:05,,5224351,2328100,,14616944,,953049,37866701,25540914,69524025,48608112,87495320,83153638,81510432,82820801,105166557,122937396,,125452982,138711905,,138800649,172763937,
2010-01-07 03:10,,5224351,2328100,,14616944,,953049,37917701,25540914,69530025,48716512,87593786,83586231,81564132,83052862,105327858,123906651,,125795982,138978078,,139252009,173455781,
2010-01-07 03:15,,5224351,2328100,,14616944,,953049,37942701,25540914,69547125,48776132,87625286,83695731,81653632,83415862,105422358,124615551,,126304064,139153908,,139845639,174209231,
2010-01-07 03:20,,5224351,2332100,,14616944,,953049,37980885,25540914,69573125,48892465,87640786,83768231,81745632,83835896,105645413,124985063,,126495064,143333425,,140428839,174582731,
2010-01-07 03:25,,5224351,2332100,,14616944,,953049,38003885,25541014,69610525,48970865,87681086,83818731,81802955,83979926,105880413,125200840,,127794433,144162425,,140828739,175398127,
2010-01-07 03:30,,5224351,2332100,,14616944,,953049,38057885,25541014,69657302,49017598,87721586,84055939,82099589,84100026,105996914,125557211,,131733043,144608125,,141104239,176979029,
2010-01-07 03:35,,5224351,2332100,,14616944,,953049,38132455,25541014,69732639,49052598,87773086,84320977,82851090,84420433,106143914,125880711,,132038443,144747125,,142275939,178583175,
2010-01-07 03:40,,5224351,2332100,,14616944,,953049,38202756,25541014,69756639,49070298,87865786,84418977,83299826,84604832,106632814,126061667,,132464376,144849146,,142591939,179421681,
2010-01-07 03:45,,5224351,2332100,,14618444,,953049,38267700,25541014,69789139,49093298,87910386,84508477,83610764,84703732,107849615,126486466,,132878977,144975546,,143137339,180316841,
2010-01-07 03:50,,5224351,2332100,,14620944,,953049,38371095,25541014,69850241,49153888,88004186,84633536,83820764,84831248,108103616,126986766,,133240122,145345146,,143462129,181862074,
2010-01-07 03:55,,5224351,2332100,,14620944,,953049,38446761,25541014,69896741,49206988,88034327,84684036,84040564,84869248,108962998,127233766,,133629917,145581277,,143806429,183073619,
2010-01-07 04:00,,5224351,2332100,,14620944,,953049,38537963,25541014,69926742,49255488,88104327,84787551,84142364,85029043,109544277,127519966,,134164729,145720777,,144198790,183925728,
2010-01-07 04:05,,5224351,2332100,,14620944,,953049,38588726,25541014,69953442,49288388,88149653,84809551,84262364,85119421,109880750,127712966,,134571771,145885377,,144576790,185148483,
2010-01-07 04:10,,5224351,2332100,,14620944,,953049,38648867,25541014,69986505,49311087,88178030,84915292,84364614,85170921,110259561,127973803,,135227271,146038377,,145101340,186255889,
2010-01-07 04:15,,5224351,2332100,,14620944,,953049,38724851,25541014,69994919,50338287,88189030,84976792,84483814,85224921,110432500,128550703,,135774521,146299877,,145459340,187661889,
2010-01-07 04:20,,5224351,2332100,,14620944,,953049,38783875,25541014,70009919,50372790,88206540,85125148,84593055,85260420,110583198,128860803,,136544621,146417210,,145676880,188094056,
2010-01-07 04:25,,5224351,2332100,,14620944,,953049,38800725,25541014,70029119,50391127,88299840,85443148,84819006,85334720,110840059,129033803,,137334765,146528710,,145839280,188331816,
2010-01-07 04:30,,5224351,2332100,,14623944,,953049,38848225,25541014,70063819,50525847,88375221,85742751,85011034,85369225,111072560,129161303,,137904492,146599210,,146017922,188458016,
2010-01-07 04:35,,5224351,2332100,,14635944,,953049,38944525,25541014,70070919,50576697,88437690,86042619,85119576,85402225,111293052,129329303,,138649242,146678210,,146858414,188623482,
