date,cgdq,agdq2011,jrdq,sgdq2011,agdq2012,sgdq2012,spook,agdq2013,sgdq2013,agdq2014,sgdq2014,agdq2015,sgdq2015,agdq2016,sgdq2016,agdq2017,sgdq2017,hrdq,agdq2018,sgdq2018,GDQX2018,agdq2019,sgdq2019,GDQX2019
2010-01-01 00:00,100,5600,100,600,25600,1000,1590,16643,38066,221379,69300,700,5100,1500,37500,5501,13000,2500,17500,1500,500,29937,8000,0
2010-01-01 00:05,100,13637,100,600,25600,1000,1590,31743,38066,221379,69300,700,5100,2000,37500,5501,17000,2500,17500,1500,1000,29937,8500,
2010-01-01 00:10,100,27637,237,600,30600,1000,1590,31743,38066,221379,69300,2200,5100,2000,37500,5501,17000,2500,17500,1500,1500,29937,9500,
2010-01-01 00:15,100,45137,237,600,30600,1000,1590,33543,38066,221379,69300,2200,5100,2000,39000,15501,17000,3000,18500,1500,2000,29937,9500,
2010-01-01 00:20,100,81699,1237,600,35600,19400,7590,37543,38066,222379,69300,2200,15100,2000,39000,16612,17000,5000,22000,1500,2000,30937,12000,
2010-01-01 00:25,100,93699,1237,1200,35600,19700,9590,37543,38066,227379,69300,2200,15100,2000,42000,18612,27000,5000,22000,1500,2000,37437,13000,
2010-01-01 00:30,100,114211,3237,1200,135600,19700,9590,37543,38066,228379,74300,2200,15100,2000,42000,19112,27000,5000,38700,1500,2000,52437,13000,
2010-01-01 00:35,100,122712,5237,1200,135600,19700,9590,38043,38066,230503,74300,2200,17600,2000,42000,19112,27000,7000,90200,1500,2000,102937,18000,
2010-01-01 00:40,100,139212,5237,1300,231600,19700,9590,38043,38066,230503,79300,2200,17600,2000,42000,19112,27000,9000,128866,1500,2000,161937,20584,
2010-01-01 00:45,100,150212,10937,1300,245100,19700,9590,38043,38066,230503,79300,4200,17600,3000,47000,19112,27000,10000,162366,1500,2000,206937,30584,
2010-01-01 00:50,100,152912,12437,1300,247600,19700,19590,38059,38566,230503,79300,10200,17600,3000,48500,19112,33000,10000,205484,1500,2000,247937,30584,
2010-01-01 00:55,5100,154412,15937,1300,303400,19700,19590,38059,38566,244102,79300,11800,17600,3000,48500,19112,83000,11000,219484,1500,3900,346437,31584,
2010-01-01 01:00,5100,160412,23937,1300,413600,20200,19590,38059,38566,245602,79300,11800,22600,3000,49000,19112,93500,11000,284290,1500,3900,608637,55584,
2010-01-01 01:05,5100,161912,24937,1300,414600,20200,20590,38159,38566,245602,79300,12300,25600,3000,59000,20112,100500,11000,358867,1500,11900,712206,123585,
2010-01-01 01:10,10600,162912,39437,1300,415600,20200,20590,40659,38566,250102,79300,12300,29400,3000,59000,25091,110500,11000,554367,1500,25400,859884,256285,
2010-01-01 01:15,10600,163635,41436,1300,416100,20200,20590,40659,38566,253602,79300,19300,37900,3000,70000,27091,122000,11000,682572,1500,77900,954384,312274,
2010-01-01 01:20,10600,164135,46436,1300,422100,22200,20590,40659,38566,253602,79300,21300,91000,3500,70000,44591,122000,11000,833238,1500,110400,1063039,447774,
2010-01-01 01:25,10600,179135,56436,1300,434100,22200,20590,41559,39566,257102,89300,26800,105201,3500,70000,47591,123000,11000,936576,2000,122900,1303539,516051,
2010-01-01 01:30,12100,179335,61536,1300,440020,22200,20590,41559,39566,259102,89300,26800,115703,3500,70000,53232,143000,11000,952976,2000,131400,1361539,639851,
2010-01-01 01:35,12100,181352,78036,1300,449220,72200,20590,44059,39566,259602,89300,26800,143703,6000,70000,85532,215000,11000,1020720,2000,133900,2430139,724851,
2010-01-01 01:40,12600,185352,81036,1300,452220,72200,30590,44059,39566,297001,95900,26800,154803,10000,80500,329082,315500,11000,1170486,18016,143727,2574139,838851,
2010-01-01 01:45,12600,187102,84936,1300,460820,72200,30590,46159,39566,304501,106900,31800,155303,10000,80500,379182,424000,11000,1247541,6725816,152727,2661158,1150851,
2010-01-01 01:50,12600,205102,85936,1300,663820,72200,35590,48159,39566,308501,109900,132900,155762,11500,81500,422982,510500,11000,1329541,6727816,168227,2714158,1375307,
2010-01-01 01:55,12600,207602,88500,1300,663820,72200,40590,50159,39566,314001,115400,132900,165762,11500,81500,528482,657000,11000,1379039,6730816,178504,2821259,1448207,
2010-01-01 02:00,12600,212802,90600,1300,665820,85700,40590,50459,40000,336560,118900,132900,173762,11500,81500,649999,1858000,11000,1409539,6757616,187504,2872759,1492707,
2010-01-01 02:05,12600,214302,100600,1300,665820,88700,43590,50459,40000,494660,129900,135900,173762,11500,83500,711999,2057400,12500,1434139,6798616,189004,2901759,1548004,
2010-01-01 02:10,12600,218802,104615,1300,667320,103200,43590,55459,90200,549854,152900,138100,178762,12000,89600,760394,2235100,12500,1475139,6817616,254004,2945059,1629504,
2010-01-01 02:15,12600,220402,106615,1300,669320,119700,43590,168660,90200,616982,159900,138600,179262,14100,91100,887894,2458266,12500,1615284,6868116,269004,2999059,2675004,
2010-01-01 02:20,12600,221402,106615,1300,674820,129700,47590,442397,90200,717782,176900,138600,179262,19100,97600,919894,3601066,12500,1745895,6900116,284004,3026559,2745104,
2010-01-01 02:25,12600,226402,113115,1300,676986,138700,47590,452497,90400,758782,1260500,150600,228762,23100,135077,952994,3722866,12500,1899032,6957716,362504,3081559,2848104,
2010-01-01 02:30,14600,230402,115115,1300,691986,155700,47590,520197,90400,813984,1278000,156600,844287,37100,208046,992494,3792066,12500,1974489,7080216,369004,3100559,2895128,
2010-01-01 02:35,14600,236402,115615,1300,712266,162300,47590,581047,90400,869084,1376100,172100,894087,66100,259546,1126494,3891467,12500,1997489,7218316,378004,3205559,2956128,
2010-01-01 02:40,14600,236902,117626,1300,715266,163400,47590,592852,90400,916281,1492502,174100,1026670,126600,341601,1188229,3959568,13500,2057558,7324816,382504,3361360,2974128,
2010-01-01 02:45,15100,238902,120126,1300,749803,169900,47590,628952,90400,989715,1572522,175100,1150169,164600,396101,1230129,4002568,13500,2073558,7368016,386004,3537011,3027628,
2010-01-01 02:50,15100,238902,121626,3300,762803,175400,47590,648952,98400,1026015,1644042,176384,1333869,225100,421601,1344230,4073892,13500,2165059,7428017,404004,3582011,3040628,
2010-01-01 02:55,15100,239402,136126,3300,766303,184400,47590,674984,98500,1051398,1693642,177451,1445276,420400,570440,1387385,4218892,13500,2326873,7481017,434004,3636511,3054628,
2010-01-01 03:00,15100,248500,143518,34300,771803,184400,47590,701961,98500,1078098,1735839,188466,1517276,505694,736704,1555091,4331892,13500,2534559,7522017,435004,3654566,3070128,
2010-01-01 03:05,15100,249600,143518,36800,772803,190500,47590,711665,98800,1105498,1847640,196966,1630276,641296,929894,1894102,4415225,13500,2621359,7570021,437504,3712066,3141628,
2010-01-01 03:10,15100,251700,145018,49300,779303,207500,47590,731985,98800,1158413,1888640,293466,1716676,763296,1171394,2032768,4526725,13500,2742859,7636521,437504,3741066,3208965,
2010-01-01 03:15,15100,255283,151070,51300,783103,208000,47590,771185,98800,1195012,1962316,436566,1874976,895796,1456494,2158301,4688625,13500,2813359,7659521,447504,3889066,3230465,
2010-01-01 03:20,15100,262783,152070,51800,787603,209100,48090,776185,98800,1272792,2005916,565819,2005887,949773,1574394,2292801,4738125,13500,2841859,7744521,460504,4033066,3256465,
2010-01-01 03:25,30100,262783,152070,68300,796472,223600,48090,778185,105100,1310092,2038516,624739,2138389,1052216,1654994,2383801,4819525,14500,2891359,7840821,463504,4159568,3279465,
2010-01-01 03:30,30100,269785,152070,79100,815572,223600,48090,780635,105100,1343115,2070517,952339,2258589,1183716,1703594,2473801,4861325,14500,2997659,7918667,469004,4269625,3393465,
2010-01-01 03:35,30100,287987,153270,80100,819627,227100,48090,811435,105100,1430995,2087717,1048229,2354017,1281216,1775594,2598801,4949325,14500,3021859,7976667,469504,4556125,3437465,
2010-01-01 03:40,35100,295987,154200,100200,831377,233100,48090,836585,105100,1471152,2124717,1192055,2545943,1317216,1829594,2652801,4971325,15500,3058196,8006167,471004,4823144,3515865,
2010-01-01 03:45,35100,309487,157038,110500,836666,233100,48090,844585,105100,1519902,2167517,1305257,3044518,1377716,1914194,2732301,5009825,15500,3547196,8041867,471004,4867644,3679865,
2010-01-01 03:50,35100,315924,157038,112000,885700,233100,48590,858685,105100,1591002,2182417,1403358,3166696,1409240,1976863,2771802,5171725,15500,3630696,8046867,471004,4885644,3822865,
2010-01-01 03:55,35100,316925,157038,117500,897702,234100,48590,888185,106100,1649558,2208417,1499706,3298344,1451240,2027363,2934579,5223725,15500,4192196,8093367,472004,4939144,3864265,
2010-01-01 04:00,35100,319125,158538,127850,908539,234100,50795,933585,109100,1705558,2231552,1597626,3370444,1534256,2064463,3022079,5384925,15500,4265636,8125367,533004,4987144,3900765,
2010-01-01 04:05,35100,319125,158538,128850,938476,234599,50795,940085,114100,1761891,2246052,2641626,3427544,1654349,2296463,3153279,5478125,15500,4318636,8195412,543004,5014763,3914765,
2010-01-01 04:10,35100,325625,160538,133350,956188,234599,50795,953585,154102,1823191,2250552,2683328,3536044,1729086,2383153,3227433,5562426,15500,4376636,8239912,558004,5046513,3952265,
2010-01-01 04:15,35200,329125,160538,136850,958288,234599,50795,967037,206822,1854411,2258552,2717128,3575854,1755586,2443855,3316448,5599126,15500,4394136,8369912,562504,5169813,3969765,
2010-01-01 04:20,35200,329625,163038,146850,959889,235599,50795,1007226,239822,1884661,2277552,2793461,3623520,1799086,2540105,3381449,5628626,15500,4441370,8450912,607404,5347313,4078265,
2010-01-01 04:25,35200,338698,163038,149850,962489,235599,50795,1012063,263922,1931161,2413622,2845916,3671393,1831635,2675277,3451449,5663826,15500,4479746,8465412,636404,5454712,4135765,
2010-01-01 04:30,35200,345273,165338,153350,963058,237099,50795,1031563,279222,1986761,2425122,2920016,3722983,1843104,2781277,3505450,5681026,15500,4508746,8480012,744402,5474712,4197865,
2010-01-01 04:35,35200,345773,165843,159350,972918,239099,60795,1043563,306322,2075012,2449122,3075850,3789583,1858104,2910949,3538950,5714026,25500,4524746,8545012,746402,5545712,4339465,
2010-01-01 04:40,35200,348300,168424,165350,981755,239099,60795,1057263,319122,2117912,2462122,3212039,3819813,1904004,2956449,3587727,5733526,25500,4575246,8564412,747902,5606712,4387844,
2010-01-01 04:45,36700,349114,169424,179461,986755,239099,60795,1068763,354722,2151446,2477672,3310951,3883813,1947694,3026849,3617727,6319526,25500,4598023,8602912,747902,5682212,4586344,
2010-01-01 04:50,36700,349114,174761,179461,987755,239099,60795,1087313,365222,2233196,2491672,3379951,3931763,2076360,3066186,3701229,6346526,25500,4652860,8625912,774902,5751712,4613844,
2010-01-01 04:55,36700,355568,174761,183461,996855,239099,60795,1108363,387122,2258196,2512609,3482873,3958963,2105860,3124186,3725229,6389026,25500,4718870,8629912,774902,5775212,4927344,
2010-01-01 05:00,39700,356168,175761,193961,999855,244099,61895,1124063,403722,2378109,2537820,3638474,4046824,2113860,3177689,3862229,6443531,25500,5164675,8637412,774902,5802712,4942844,
2010-01-01 05:05,39700,359018,196261,198961,1001855,279099,62895,1247618,439312,2408109,2559820,3701674,4092393,2189860,3444294,3909729,6471031,25500,5512363,8668412,775402,5829212,4957844,
2010-01-01 05:10,39700,361355,198261,199360,1015619,280351,62895,1250038,454512,2436309,2577320,3739674,4206593,2221160,3475794,4056729,6491831,25500,5628891,8700912,782402,5872712,5053700,
2010-01-01 05:15,39700,364355,199761,200060,1018892,286851,64395,1273704,462512,2441909,2602920,3770330,4327993,2285160,3510294,4139629,6508831,25500,5738392,8713412,787402,5904712,5124545,
2010-01-01 05:20,39700,379355,199761,202161,1024416,291851,64395,1291199,478012,2528709,2876377,3917462,4373602,2334165,3582094,4412795,6532131,25500,5793992,8763412,792669,5928212,5173629,
2010-01-01 05:25,41700,379355,199761,213261,1024416,295920,64395,1312199,492712,2581110,2888797,4003386,4425606,2369515,3612094,4465461,6536131,25500,5842492,9018212,796169,5990712,5197129,
2010-01-01 05:30,41700,379355,204761,216261,1026916,307920,65395,1334443,502714,2649110,2935612,4055887,4511141,2439999,3642594,4509961,6556631,26500,5900992,9063212,796169,6036212,5280129,
2010-01-01 05:35,41700,383355,206261,219261,1035416,310420,65395,1346843,523214,2677532,2946252,4132724,4546341,2534865,3664595,4563961,6607631,26500,5961256,9274712,796169,6070212,5374240,
2010-01-01 05:40,41700,383455,206261,229261,1042616,320757,66395,1414343,564614,2714682,2968939,4256175,4619852,2618665,3739395,4610461,6713654,26500,5996756,9340712,798169,6090112,5414240,
2010-01-01 05:45,43700,389455,217261,234598,1042616,325257,69395,1431043,586214,2758927,2999495,4353175,4723352,2648220,3767395,4635961,6805154,26500,6043856,9408712,802669,6234112,5425241,
2010-01-01 05:50,43700,391000,218598,235598,1054337,329357,69395,1448780,593292,2780127,3028295,4458147,4866158,2699220,3801994,4651961,6894154,26500,6056356,9421012,807669,6322888,5437741,
2010-01-01 05:55,43700,391000,224098,256598,1057250,346357,69395,1451080,595792,2816128,3049907,4499147,5109970,2732720,3809494,4699761,6977654,26500,6101356,9425512,815669,6411157,5478741,
2010-01-01 06:00,43700,396000,224098,261912,1061750,353657,69395,1458146,600092,2860628,3091107,4499147,5301770,2799736,3848994,4752797,7022154,26500,6143356,9464012,822669,6451441,5487241,
2010-01-01 06:05,43700,396500,255098,269513,1063552,376157,69395,1474146,604592,2964148,3121507,4499147,5426558,2812736,3965300,4812634,7057654,28500,6151856,9483012,825669,6508441,5505241,
2010-01-01 06:10,49700,396500,255098,272013,1086552,397657,74395,1477896,617342,3024762,3139607,4499147,5472158,2876236,4016300,4915634,7070654,28500,6176356,9525512,826669,6541041,5664241,
2010-01-01 06:15,53700,397000,257598,284013,1092552,406994,75395,1483396,654342,3061562,3154107,4562900,5515463,2892236,4063300,4930384,7080654,28500,6184356,9576911,826669,6573578,5791241,
2010-01-01 06:20,58700,402000,258248,284013,1099902,407094,76895,1492696,669542,3071816,3164873,4709701,5569514,2897236,4137150,4955884,7102820,28500,6285703,9635911,827669,6605578,5841241,
2010-01-01 06:25,58700,404000,293248,289013,1122452,407594,77395,1562429,687342,3101816,3188873,4812339,5634230,2993236,4176816,4982884,7148320,30500,6336203,9741816,937669,6612578,5914540,
2010-01-01 06:30,58700,404000,296748,293513,1132502,409094,78395,1596029,704042,3122316,3198637,4903054,5651734,3041236,4255816,4992984,7187320,30500,6487728,9903316,948169,6691578,6056640,
2010-01-01 06:35,59200,404000,298248,297513,1143544,410094,79395,1615569,714842,3170818,3211137,4994399,5701755,3075846,4282316,5020484,7227820,30500,6950328,10000016,960169,6735578,6069640,
2010-01-01 06:40,59200,405500,301248,298013,1152844,425408,82395,1631892,724342,3185362,3253057,5129399,5789255,3126112,4301816,5037484,7242320,35500,7305828,10082136,982669,6785133,6103640,
2010-01-01 06:45,60200,405500,301748,301513,1156428,426409,82395,1660992,733842,3206383,3286747,5210901,5887756,3150612,4447916,5072132,7255820,37500,7518529,10152136,997669,6818133,6114640,
2010-01-01 06:50,61200,406000,301748,304913,1183028,429409,82395,1675782,737342,3229452,3297747,5278476,5932756,3304912,4527816,5115132,7265320,38500,7738029,10197636,1016669,6896133,6124640,
2010-01-01 06:55,61200,406000,304748,307013,1183528,430409,82395,1699301,754076,3295527,3333081,5325923,6023966,3342912,4587816,5175932,7308820,38500,7780029,10250636,1016669,6913433,6140140,
2010-01-01 07:00,64700,407500,306748,307013,1183528,432409,82395,1738301,766576,3362027,3341181,5390423,6211356,3355412,4645032,5193432,7336820,38500,7860029,10286136,1031669,6973433,6179640,
2010-01-01 07:05,64700,407500,313248,310513,1186528,434910,82395,1755220,775176,3385147,3353781,5464723,6333431,3405749,4695032,5203433,7377822,38500,7921729,10303636,1042669,6988933,6220140,
2010-01-01 07:10,65400,412100,315248,319513,1186528,449910,82395,1758720,794176,3421647,3386781,5551223,6391351,3419249,4699032,5226935,7408822,38500,8013929,10343136,1047669,7021433,6263640,
2010-01-01 07:15,65900,412100,320248,319513,1186528,449910,82895,1762220,818426,3458647,3483192,5630766,6465353,3425249,4812532,5246437,7443822,43500,8131429,10361136,1057669,7025933,6413640,
2010-01-01 07:20,65900,412100,321248,320513,1189228,451410,84290,1782220,826926,3534647,3583332,5687366,6483853,3458249,4834369,5267042,7474822,44500,8253529,10416636,1058169,7030433,6469140,
2010-01-01 07:25,65900,414869,324748,325513,1207084,451410,84290,1787720,856926,3555247,3658178,5733468,6526053,3512749,4862739,5367548,7489822,44500,8335531,10450136,1062069,7048933,6495963,
2010-01-01 07:30,65900,415369,336898,327013,1208084,457510,84290,1801820,872926,3574247,3700112,5765068,6581553,3613749,5008239,5523049,7498822,44500,8365531,10468636,1066569,7060933,6515263,
2010-01-01 07:35,65900,415369,336898,327013,1213653,460510,84290,1829997,880927,3590747,3744912,5829761,6617553,3727949,5167739,5627556,7519322,49500,8500424,10516636,1083069,7067433,6564263,
2010-01-01 07:40,65900,417869,336898,328013,1213653,461010,84290,1848697,894038,3624308,3798745,5918498,6621553,3784949,5194739,5716556,7558322,49500,8668744,10602136,1083569,7073433,6610763,
2010-01-01 07:45,65900,417869,336898,329213,1213653,461010,86290,1868102,908733,3659508,3840245,5949998,6692053,3869449,5212239,5732056,7566322,50000,8743744,10848096,1102569,7107933,6623263,
2010-01-01 07:50,65900,417869,336898,330213,1215653,463010,88495,1887403,920135,3700508,3858245,6041298,6794068,3912449,5236923,5838625,7570622,54500,8834744,11015696,1113569,7228933,6650863,
2010-01-01 07:55,68400,417869,341898,330213,1215653,465010,88495,1904037,942137,3744317,3891745,6099498,6825269,3981949,5250923,5900125,7605622,63500,8925345,11100196,1113569,7298934,6671363,
2010-01-01 08:00,69400,417869,342898,341213,1215653,471510,88495,1930037,959637,3774614,3978047,6165998,6883770,4028649,5257423,5939325,7634622,88500,8994405,11135696,1126069,7480135,6707863,
2010-01-01 08:05,69400,419369,343898,342213,1218153,472510,88495,1936637,965637,3822783,4014049,6202598,6958620,4132905,5261923,5955825,7646622,285000,9054405,11172696,1165569,7677380,6900363,
2010-01-01 08:10,69400,419369,343898,342713,1218952,472510,88495,1957637,966637,3850685,4069151,6312714,7035120,4151407,5269423,5968225,7786621,609569,9179373,11204196,1178148,7901780,6909863,
2010-01-01 08:15,69400,419369,343898,346713,1220521,473010,89495,1985470,978639,3891685,4118651,6345615,7082620,4303707,5277923,6097225,7880166,761569,9212891,11214696,1207648,8007380,7105363,
2010-01-01 08:20,69400,419869,343898,347713,1220521,483010,89495,2008470,989141,3971285,4159545,6462315,7140910,4398707,5293423,6169225,7952666,963375,9276010,11233196,1242648,8118280,7262363,
2010-01-01 08:25,69400,420369,343898,347713,1240521,487510,89495,2010470,999713,4097600,4192045,6522815,7232468,4472709,5315923,6243825,9990166,1074875,9402210,11253796,1284748,8274613,7674403,
2010-01-01 08:30,69400,422970,346398,347713,1247521,487510,89495,2014390,1018233,4147600,4223045,6611719,7283053,4522568,5342123,6368550,10039166,1345855,9543410,11265296,1297248,8412113,7925603,
2010-01-01 08:35,71400,422970,348305,350213,1248521,493210,89495,2037990,1048182,4172600,4252045,6725401,7306053,4572568,5384289,6685050,10058666,1632755,9623060,11309846,1298248,8517613,8026503,
2010-01-01 08:40,72400,425008,349305,350313,1249521,493310,89495,2040490,1091819,4201377,4259545,6783053,7324053,4610584,5443589,6893750,10116666,1762432,9675060,11403846,1308248,8572713,8179072,
2010-01-01 08:45,72400,425008,350455,352813,1253021,493310,91995,2042990,1110719,4229877,4282045,7017937,7339053,4644584,5490188,7063343,10148666,1878039,9686660,11502068,1308248,8639213,8233572,
2010-01-01 08:50,72400,425008,350455,352813,1260021,499410,92495,2077589,1120339,4242577,4290045,7037337,7344053,4695084,5510388,7169493,10298941,2011539,9688160,11541568,1310748,8879713,8268572,
2010-01-01 08:55,72400,425008,363005,354813,1260521,499410,92495,2087957,1125906,4257777,4313045,7181432,7364053,4770584,5524888,7220993,10302441,2127539,9704660,11581068,1359948,8896050,8284072,
2010-01-01 09:00,72400,425008,373005,355313,1262521,500410,92495,2103431,1128406,4337497,4388545,7222286,7428253,4814084,5537388,7275530,10325944,2211839,9734660,11965068,1359948,8944050,8308072,
2010-01-01 09:05,72900,425008,375555,358313,1265321,502910,94495,2118881,1153406,4365056,4408114,7317986,7467253,4830584,5548388,7822030,10398944,2286839,9770660,12203568,1359948,9088550,8319572,
2010-01-01 09:10,72900,425008,375555,360313,1265821,504410,95495,2168281,1162830,4406758,4431714,7417361,7469353,4879809,5556888,7845530,10541044,2354839,9781438,12379068,1362448,9137050,8387572,
2010-01-01 09:15,74900,425008,375555,361313,1265821,507511,95495,2288664,1166403,4422460,4461714,7513461,7525853,4898809,5559888,7876730,10621091,2482839,9808438,12561957,1374448,9175550,8423572,
2010-01-01 09:20,74900,425108,375555,361313,1273321,507511,96495,2338964,1168003,4459660,4498818,7554761,7628387,4913709,5570888,7966230,10643591,2533839,9814938,12719957,1388948,9209550,8471072,
2010-01-01 09:25,79900,431608,375555,361813,1273321,507511,96495,2349964,1172116,4472662,4521151,7596308,7745381,4933709,5590054,8004233,10665591,2583639,9819438,12820757,1392948,9314050,8538528,
2010-01-01 09:30,83400,433081,377555,366813,1275321,507511,101995,2368964,1179266,4480262,4538351,7699658,7818680,4952309,5792157,8021733,10702591,2633439,9848438,12914857,1404948,9334050,8547028,
2010-01-01 09:35,83400,434954,379555,377813,1287821,507511,102795,2418464,1185566,4500762,4577601,7747208,7824680,4988308,5798657,8073733,10761591,2696439,9865938,13030882,1404948,9380050,8571528,
2010-01-01 09:40,83400,439991,379555,378913,1293322,510011,102795,2438233,1188566,4517319,4598221,7785708,7854180,5004308,5815157,8120173,10798091,2757939,9870938,13088282,1429948,9595050,8641528,
2010-01-01 09:45,83400,442091,379555,380413,1293881,510011,105295,2467069,1198816,4539819,4604721,7838541,7944874,5018308,5862857,8233773,10818091,2803239,9891438,13139482,1434948,9719150,8659528,
2010-01-01 09:50,83400,442591,386555,386913,1297381,510011,105295,2477749,1203663,4577339,4616221,7869541,7973374,5031308,5873857,8247535,10852091,2838239,9959538,13167982,1437198,9805450,9674028,
2010-01-01 09:55,83400,442591,386555,386913,1297881,510011,113300,2487750,1230363,4597339,4620723,7973802,8012276,5096108,5875357,8437135,10871591,2888239,9989538,13183482,1437198,9963783,9708928,
2010-01-01 10:00,94900,442591,386555,392413,1308881,523111,117710,2513100,1238863,4617339,4631923,8019202,8043981,5141208,5883357,8634412,10902091,2960239,10095638,13225482,1437198,10107783,9713928,
2010-01-01 10:05,94900,442591,391555,395920,1308881,525111,119710,2536680,1242286,4632743,4644023,8104582,8072696,5205208,5895534,8709712,10936091,3039859,10156438,13252482,1445198,10119383,9764928,
2010-01-01 10:10,94900,442591,392055,395920,1309381,530111,119710,2558663,1258452,4655243,4678343,8152382,8099996,5311208,5916534,8742212,10939591,3166359,10391562,13276982,1446198,10146183,9904695,
2010-01-01 10:15,95400,442591,392055,395920,1311893,532111,121710,2596057,1281338,4708585,4702600,8205911,8118057,5354708,5928034,8766712,10962867,3215359,10457135,13309982,1446198,10221783,9910195,
2010-01-01 10:20,95400,447591,392055,398020,1314393,534111,122210,2607426,1303840,4775785,4703600,8236683,8139657,5417708,5967884,8797353,11027967,3228859,10491842,13374182,1448198,10342983,9928195,
2010-01-01 10:25,95400,447591,392055,401520,1314893,535111,122210,2631981,1316860,4809451,4721100,8273285,8151257,6245208,5977385,8855128,11095967,3242839,10526240,13402182,1483198,10372483,10011695,
2010-01-01 10:30,95400,450091,399055,402520,1315393,535111,124710,2653981,1323360,4817451,4727600,8317535,8165757,6262151,6020385,8909728,11194508,3256839,10556240,13604182,1496698,10406760,10146895,
2010-01-01 10:35,95400,455591,399055,410620,1316693,536611,126710,2780176,1327360,4835651,4729495,8350535,8170757,6289151,6105052,9020228,11366008,3375839,10601757,13708182,1496698,10429760,10240395,
2010-01-01 10:40,103900,465591,404055,416720,1319693,537611,127710,2809277,1336348,4903651,4742495,8410235,8217757,6337317,6209052,9097728,11437033,3380839,10644812,13749682,1507198,10472460,10293395,
2010-01-01 10:45,103900,467591,404055,419220,1322693,537611,128210,2822027,1355848,4947288,4756495,8473835,8264107,6343872,6267389,9284847,11550233,3382339,10649812,13805807,1537198,10499460,10309395,
2010-01-01 10:50,108900,467591,404055,420220,1323193,540111,128710,2852022,1365548,5005788,4761995,8478835,8299107,6377872,6319119,9349947,11600234,3415339,10695978,13930107,1548222,10516460,10370895,
2010-01-01 10:55,108900,468591,404055,421220,1323693,540111,128710,2861118,1368648,5048788,4798995,8517535,8333278,6456927,6356619,9374647,11639734,3436839,10749223,14213620,1552722,10532960,10389672,
2010-01-01 11:00,108900,469091,404055,422220,1324693,545111,128710,2876625,1376814,5118042,4873495,8577785,8343701,6575427,6384620,9403159,11663234,3450339,10776723,14526786,1562222,10556960,10403672,
2010-01-01 11:05,108900,469091,405055,422220,1325193,546611,129490,2886975,1390993,5124542,4969495,8652234,8374701,6637947,6473320,9448659,11675734,3475839,10788723,14615286,1564722,10589460,10423672,
2010-01-01 11:10,110900,469091,405055,424720,1336193,548611,129490,2899475,1398981,5144542,5026595,8676547,8390701,6651447,6481320,9493259,11778234,3545280,10798723,14751252,1593222,10594460,10590572,
2010-01-01 11:15,112500,469591,405055,427720,1336526,548611,129490,2900953,1407051,5179542,5053595,8761617,8406101,6682997,6522320,9526129,11793234,3567280,10807723,14925852,1598222,10655086,10785072,
2010-01-01 11:20,114368,469591,408555,427720,1337192,550111,131490,2903953,1412151,5204645,5085595,8811631,8449901,6705666,6547420,9600429,11831234,3600280,10822723,14995852,1611222,10672086,10826572,
2010-01-01 11:25,114369,469591,410555,441722,1337192,550111,131990,2906453,1421153,5221695,5119695,8811631,8502461,6737166,6774920,9718698,12017334,3641780,10858223,15021582,1632222,10684086,10866572,
2010-01-01 11:30,117907,469591,410555,441722,1342192,557614,131990,2927053,1427153,5262695,5168295,8811631,8564700,6792166,6797420,9791267,12116592,3661580,10861223,15139582,1647722,10707586,10921272,
2010-01-01 11:35,118910,471791,410555,442222,1343792,561114,131990,2939053,1446484,5269695,5239706,8816631,8644843,6814835,6825420,9833817,12195092,3723580,10876923,15198587,1659722,10827086,10950772,
2010-01-01 11:40,123412,471791,412555,452222,1343792,583314,142490,2962453,1461018,5333422,5256306,8899865,8666443,6949335,6835586,9864851,12301292,3725080,10897123,15332287,1683222,10847586,10994772,
2010-01-01 11:45,129912,473791,412555,452722,1345128,603814,143990,2962453,1468640,5445442,5272226,8921365,8687143,7053338,6845086,10697851,12348792,3730080,10970123,15500953,1703722,10855086,11047272,
2010-01-01 11:50,129912,474191,412580,452722,1347278,603814,143990,2973078,1491485,5503442,5291776,8935865,8739193,7200761,6852186,10749851,12379292,3743080,11105289,15627253,1713722,10865086,11095772,
2010-01-01 11:55,129914,474691,413080,452722,1348278,603814,143990,2980147,1499285,5618767,5313376,8971516,8806993,7358761,6860986,10788851,12404359,3764080,11148789,15724208,1714722,10884086,11119272,
2010-01-01 12:00,136915,476746,413080,454222,1348978,604814,143990,2987740,1504785,5643267,5336576,9059682,8839495,7457315,6874986,10865951,12420859,3828580,11158789,15762541,1715722,10903086,11169072,
2010-01-01 12:05,137335,477746,413080,454222,1351778,604814,144990,2989940,1504785,5658315,5366976,9103282,8911133,7533370,6891986,11030428,12430859,3842080,11170258,15822541,1719722,10931086,11196572,
2010-01-01 12:10,137335,483746,413080,455222,1354378,604814,144990,2993940,1505135,5672315,5376545,9185402,8937133,7613372,6997042,11159428,12458495,3869080,11185258,15862541,1724722,11110086,11238572,
2010-01-01 12:15,137335,483746,419080,455522,1357378,604814,144990,3015777,1506935,5693160,5403045,9242432,8977160,7680149,7064042,11236428,12485182,3883080,11205258,15887741,1738888,11153276,11248572,
2010-01-01 12:20,137335,487346,419080,456022,1357378,604814,144990,3066788,1512335,5857676,5444345,9286832,9000260,7761049,7114119,11289128,12595182,3915591,11223758,15919296,1758388,11190776,11267072,
